"Gene.name","Length"
"Gm25205",102
"Fam170a",4650
"Exosc1",10334
"Gm17711",237
"Gm25421",163
"Gm3608",2858
"Mir467a-6",82
"Gm22852",100
"Sstr5",7413
"Gm27881",81
"Gm21870",1177
"Ube2d2a",35613
"Gm23002",106
"Gm24682",136
"Hmgxb3",45771
"Gm22447",91
"n-R5s130",118
"Spink6",12217
"Gm22078",102
"Gm24025",75
"Rad9a",6405
"Mc4r",2757
"Gm22393",78
"Gm21887",9622
"Mir7686",56
"Sap130",88690
"Meiob",35405
"Gm10944",510
"Gm23891",137
"Gm21798",120302
"Gm23037",323
"Thoc1",37304
"BC031181",4033
"Gm25926",159
"9430025C20Rik",2116
"Gm11096",160
"Gm22132",99
"Bricd5",1585
"Plekhh2",110247
"Gm8334",1900
"Mir8093",136
"Yipf5",14534
"Gm23338",94
"Rpusd1",3705
"8030462N17Rik",80729
"Gm24008",137
"Lox",13798
"Epas1",79503
"Gm22112",120
"Mgea5",33259
"Dand5",7418
"Mir190a",66
"Pard6g",72745
"Spink1",9168
"Gm23493",87
"Rasgrp3",93138
"S100a2",1261
"Gm44304",144
"Gm10591",665
"Gm23571",126
"Cyp1b1",8088
"Twnk",6204
"Gtf2f1",7883
"Gm22966",128
"Mir7038",70
"B330016D10Rik",1703
"Gm22455",70
"Sf3b2",21532
"Cpt1a",62431
"n-R5s209",118
"Gm26483",103
"Brms1",8513
"Gm23608",127
"Gm17571",2719
"Atp13a1",16586
"Mir5122",88
"Iqgap2",264745
"3110070M22Rik",1122
"Gm25101",106
"Cst6",4869
"Gm22251",106
"Mir28c",74
"Adamts19",216914
"Gm21913",1082
"Mir7073",63
"Ammecr1l",24247
"Snx32",15211
"Gm27460",99
"Lrrn4cl",3124
"Mir3473c",80
"Gm10118",2568
"Mir96",105
"Gm10308",898
"Gm23202",128
"Gm21093",1709
"Sorcs3",599480
"Gm25546",131
"Gm10490",385
"Gm10295",2524
"Pggt1b",40901
"Cyp2c54",35870
"Mamdc2",145713
"Gm24490",97
"Gm23232",104
"B230104I21Rik",13791
"Gm25790",106
"Gm24704",106
"Polr2g",5428
"Gm22727",115
"Gm25921",136
"Pola2",23663
"Ccs",13956
"Gm25117",143
"Slc22a6",10303
"Mir5046",58
"Nrep",27010
"Gm23221",92
"Gm23674",130
"Mir683-1",108
"Gm24984",132
"Clec2l",17795
"Mcrip2",5040
"Gm10582",399
"Gm23909",130
"Gm23555",134
"Gm24675",258
"4933427I04Rik",3486
"Mir7083",59
"4933412A08Rik",1344
"Gm26484",105
"Tmc1",170744
"Gm24622",161
"Gm8181",668
"Gm17387",489
"Gm20939",3511
"Gm26478",132
"Gm22277",276
"Hsbp1l1",17344
"4930524J08Rik",602
"Gm24502",104
"Ctsf",5783
"Gm25465",104
"Gm23363",78
"Prepl",26790
"Pdzd8",49696
"Gm22836",60
"Reep2",6874
"Gm25642",65
"Btbd35f29",1496
"Gm22034",133
"Gm24809",270
"Gm26456",110
"Scyl1",12974
"Gm22239",102
"Gm22264",106
"Ppm1b",67250
"Gm26214",106
"Trpm6",142527
"Gm25714",295
"Gm24494",80
"Gm27991",136
"Gm11011",4900
"Gm23154",64
"Gm23040",162
"Trub1",38099
"Gm22227",258
"Gm24269",76
"Gm24268",109
"Capn1",27279
"Gm23246",66
"Mir6413",107
"n-R5s204",118
"Fbxl22",6134
"Gm24796",106
"Gm23226",102
"Gm25473",106
"Mir7687",58
"Snord15b",144
"Gm7936",374
"Gm44305",96
"Snora31",129
"Gm23170",105
"Ppp1r2-ps3",626
"Gm25229",78
"Gm24724",106
"Gm25015",127
"Gm25081",107
"Gm25043",211
"Gm24347",141
"Gm23764",47
"Gm25780",252
"n-R5s93",118
"Gm23864",106
"Gm21833",1499
"Gm25989",132
"Gm24635",127
"Gm17661",271
"Gm23730",106
"C730034F03Rik",1279
"AC125149.1",1136
"Dmrt3",13383
"Gm22363",107
"Mir297b",108
"Gm23689",109
"Gm24375",131
"Gm25262",132
"Gm25533",78
"Gm10570",512
"Mrpl43",1428
"Gm27723",62
"Gm23899",89
"Gm26347",130
"Hpse2",599364
"Gm24280",133
"Gm24458",106
"Dtx4",35655
"Ighv1-13",293
"Mir451a",71
"Opalin",14639
"Mir7662",60
"Eci1",12633
"Mir6923",71
"Gm24143",144
"Gm26005",133
"Gm24880",84
"Gm23299",78
"Gm26482",61
"Gm23620",120
"Pcgf6",17226
"Gm25102",111
"Gm25881",102
"Snora19",131
"Gm22990",88
"Gm10036",536
"Gm23903",130
"Mir1247",81
"Mir26a-2",83
"Gm25753",120
"Mir7074",62
"Gm23483",107
"Gm21904",542
"Gm24290",95
"Gm21060",167
"Mir3113",75
"B130006D01Rik",3123
"Gm23863",107
"Gm23816",131
"Gm23973",320
"Gm27383",360
"5330417H12Rik",1190
"Gm10638",904
"Gm23028",264
"1810055G02Rik",9548
"4930535I16Rik",518
"Gm25516",106
"Gm26037",310
"Mir7059",58
"Gm23921",106
"Pudp",1043
"Gm24119",245
"Gm27624",176
"Gm22680",68
"Gm10139",170
"Gm22829",105
"Gm44342",128
"Stip1",19330
"Gm24016",67
"Gm26134",109
"D030056L22Rik",5235
"Gm26075",120
"Gm24419",331
"AC168977.1",21897
"Gm25364",106
"Mir873b",76
"Gm27901",60
"Gm25361",75
"Gm44354",142
"Gm22805",106
"Gm25448",106
"n-R5s207",117
"Gm26350",287
"Gm22484",305
"Gm23643",63
"Gm25839",102
"Mir6947",64
"Rnu11",133
"Mir7649",55
"Gm24851",102
"n-R5s63",102
"Banf1",2004
"Gm23101",136
"Gm26377",107
"Gm25494",99
"Gm23836",128
"Mir344h-2",59
"Mir743",61
"Gm21852",542
"Gm25670",106
"Gm26488",78
"Htr4",143598
"Gm24977",162
"Gm23994",87
"Gm22970",185
"Gm17334",906
"Gm22136",267
"Gm21900",542
"n-R5s5",118
"Mir6376",130
"Mir7671",57
"Gm44352",109
"Gm26103",94
"Gm25879",106
"Gm25241",83
"Gm10717",7872
"Gm17409",961
"Gm25180",114
"Gm24398",108
"Btbd35f25",1496
"Mir5622",59
"Gm23722",129
"Gm23738",170
"AC165294.3",3074
"Snord118",134
"Gm22223",124
"Gm24109",102
"Gm17538",326
"Atad1",39735
"Gm27541",121
"Mir6959",74
"Gm22191",109
"Gm24179",126
"Gm27928",255
"Mir133b",118
"Gm24155",109
"Gm26312",164
"Gm24813",83
"Gm23011",131
"Gm25756",135
"Gm26060",122
"Gm6899",621
"Gm24402",90
"n-R5s113",118
"Gm23183",322
"Gm23776",324
"Gm23537",329
"Gm22317",163
"n-R5s168",103
"Gm23628",172
"Snord116l15",93
"Gm22915",135
"Gm24221",312
"Mir466b-5",87
"Gm24372",109
"Uqcc3",917
"Gm9972",1532
"Gm23195",128
"Gm44471",99
"Gm25253",106
"Gm22630",78
"Gm25817",120
"Gm24239",254
"Gm25687",240
"Mir7676-1",61
"Gm26122",81
"Gm26302",85
"Gm23957",89
"Gm24267",106
"Mir200b",69
"Mir488",108
"Gm24187",56
"Gm25212",118
"Gm25626",106
"Gm23465",261
"Gm24261",103
"Mir466d",95
"Gm27399",77
"Gm3443",1983
"Gm25653",137
"Gm23366",88
"Gm26083",192
"Gm26203",113
"Gm24967",106
"Gm22175",77
"Gm23837",285
"Gm23623",106
"Mir148a",98
"Gm24456",106
"Mir320",81
"Gm47309",104
"Gm25789",75
"Gm25348",110
"Gm27818",158
"Gm22636",274
"Gm24106",126
"Gm23655",104
"Gm24503",134
"Gm25145",109
"Gm23859",63
"Gm22584",91
"Gm23612",109
"Gm26154",95
"Mir6953",67
"Gm22558",94
"Gm23210",97
"Gm22117",66
"Gm44413",103
"Gm23865",96
"Gm22594",129
"Gm26020",182
"Gm22102",120
"n-R5s118",118
"Gm25604",132
"Gm9922",434
"Gm22498",85
"Seh1l",20585
"Gm49349",66
"n-R5s34",115
"Gm26043",90
"Gm24171",130
"Gm25713",108
"Gm22547",100
"Mir3059",80
"Gm27511",126
"Gm26257",106
"Gm24291",161
"Gm26326",128
"Mir5100",63
"Gm23456",136
"Gm23178",94
"Mir7061",67
"E130208F15Rik",1732
"Mir7231",60
"Gm23252",109
"Gm23134",86
"Gm23554",109
"Mir7069",61
"Gm22033",89
"Gm25975",124
"Gm27476",103
"Gm25871",109
"Gm26232",165
"Mir133a-1",67
"Gm22611",149
"Gm22868",163
"Gm22234",64
"Gm22758",95
"Gm9837",730
"Mir762",75
"Gm24406",127
"Gm23104",103
"Cbwd1",41700
"Gm22940",154
"Gm23022",179
"Gm26241",100
"Gm24011",267
"Gm28018",109
"Incenp",27236
"Gm22276",128
"Fhod3",424055
"Gm26661",470
"Gm10180",77
"Gm22063",106
"Gm23327",77
"Gm23845",151
"Mir495",62
"Gm27263",75
"Gm22349",106
"Snord49b",71
"Gm22316",215
"Gm26121",161
"Gm24137",78
"Gm24061",119
"Gm26421",131
"Snord96a",80
"Gm25705",103
"Gm22745",69
"Gm23886",312
"Mir6369",105
"Gm24163",131
"Mir669a-10",86
"Gm24136",164
"Gm22101",102
"Gm26325",106
"n-R5s187",110
"n-R5s170",112
"Gm23017",71
"Gm26332",93
"Gm25127",106
"Gm25741",78
"Jak2",61252
"Gm23182",134
"Gm26286",133
"Gm24365",124
"Gm23649",106
"Gm25341",267
"Gm22145",147
"Gm24321",79
"Mir3473b",54
"Gm25877",128
"Mir6984",63
"Snord116l17",93
"Gm23911",133
"Gm27440",106
"Snord43",107
"Gm23502",144
"Gm24455",130
"Gm25968",99
"Mir155",64
"Gm23964",106
"Gm24605",95
"Mirlet7c-1",93
"Gm27672",203
"Gm24160",125
"Mir350",98
"Gm25035",76
"Gm22557",101
"Gm26487",93
"Mir6991",69
"Gm24296",105
"Gm24899",72
"Gm23215",120
"Gm22945",156
"Gm27735",75
"Gm26167",252
"Mir7679",62
"Gm22370",82
"Gm24892",103
"Gm26334",78
"Mir741",70
"Gm25678",72
"Mir466n",93
"Mir7042",57
"Gm22045",107
"Mir7058",74
"Gm25217",100
"Gm24929",138
"Gm44464",137
"Gm25589",165
"Snord32a",82
"Gm22959",302
"Mir7648",52
"Gm26055",106
"Gm23528",131
"Gm25993",79
"Mir6906",57
"Gm27698",248
"Gm22609",120
"Gm24006",131
"Mir6336",129
"Gm25655",289
"Gm24263",106
"Gm26298",120
"Mir6393",93
"Gm26252",75
"Gm26159",103
"Mir6405",123
"Gm22004",106
"Gm24343",110
"Gm24928",106
"Snord116l10",93
"Gm23521",109
"Mir7078",63
"Mir190b",79
"Gm25125",135
"Gm24340",96
"Gm22461",69
"Gm23422",106
"Gm24199",135
"Gm25998",52
"Mir32",69
"Gm24184",100
"Gm24857",309
"Mir3084-1",68
"Mir449c",108
"n-R5s23",114
"Gm22079",105
"Gm23212",59
"Gm25020",106
"Gm24927",106
"Gm27907",79
"Gm24504",99
"Mir7060",136
"Gm24839",106
"Mir224",81
"Gm23500",97
"Snord14c",85
"Gm24060",94
"Gm22424",86
"Gm27331",59
"Gm44394",137
"Gm24565",106
"Gm24020",107
"Gm23459",130
"Gm22261",323
"Mir466i",120
"Mir6921",79
"Gm25595",96
"Gm24869",127
"Gm24128",98
"Gm26129",106
"Gm25372",254
"Gm24159",101
"Gm27785",109
"Mir200a",89
"n-R5s70",115
"Mir1946a",133
"Gm24190",215
"Gm27445",71
"Gm26407",306
"Gm22548",77
"Gm23630",103
"Gm26201",93
"Galk1",4262
"Klrd1",6993
"Gm16566",909
"Mrpl12",4452
"Gm5176",1226
"Gm12220",171
"Yipf3",4457
"Gm45778",152
"D10Jhu81e",7716
"Tbck",157544
"Gm42872",1966
"Gm47922",16664
"Ppt2",11848
"Gm12359",12380
"Ccne1",9550
"Bpi",26437
"Ints4",60439
"Aimp1",23871
"Phyhd1",15946
"Icosl",14611
"Klrk1",13541
"Gm28035",41581
"Hipk1",51748
"Gm28038",20035
"Gm14471",17919
"Gm43387",1065
"Gm48997",679
"Gja1",25183
"Dolk",2103
"Gm4681",105509
"Knl1",58382
"Gm15886",17450
"Msl1",12343
"Gm20167",149
"Rps8-ps1",623
"Lrrc8a",26075
"Oxgr1",22850
"1700084E18Rik",1428
"Gm43428",3844
"Vmn2r-ps94",2543
"4933401H06Rik",6568
"Gm14230",6843
"Gm26801",14932
"Gabrg1",91570
"Casc3",28909
"Nop58",34073
"Gm14231",591
"Gm44007",2188
"Gm9402",387
"Gm46189",5424
"D130062J10Rik",2799
"Gm47551",2564
"Cpne5",81247
"Gm16124",14019
"Zbtb18",8413
"Chgb",13801
"Slc39a8",63293
"Gm43429",2250
"Gm47417",517
"Pde2a",91136
"Gm11395",798
"Cdk5r1",4161
"Wif1",66690
"Gm38328",316
"Gm45548",3166
"Gm11394",816
"Rgs9",72774
"Gm45837",101933
"Gm12218",398
"AC167363.3",944
"Gm48341",16305
"Gm12217",1378
"Gk5",65246
"Ctdnep1",9445
"Rpusd2",4979
"Polr1c",4134
"Klre1",7922
"Myc",4983
"Traf4",7090
"Gm19104",678
"Cul5",55432
"Gm11658",1007
"4930503F20Rik",3208
"Gm15796",203
"Gm49108",2775
"E030025P04Rik",5078
"Lemd3",55919
"Gm11668",1130
"Gm48143",1027
"Gm16166",786
"Kctd14",8234
"Gm42653",2838
"Gm48709",7452
"Acrbp",13578
"Gm42652",613
"Myo1c",23406
"4930557K07Rik",39678
"Gm6212",219
"Ech1",7030
"Gm4473",2731
"Hs6st3",731474
"Gm15961",1117
"Gm48985",335
"Apc2",22286
"1700006F04Rik",2339
"4930404K13Rik",18596
"Fcho2",92046
"Elp5",14295
"Gm6087",662
"Gm47550",1704
"Gm37947",4061
"2310011J03Rik",2283
"Gm18154",588
"Gm29596",384
"Msrb3",118005
"Gm15910",5697
"Pappa",233335
"4933430I17Rik",22624
"Fbxo44",7682
"Ing4",9505
"4921513I03Rik",13154
"D030024E09Rik",239775
"Gm49498",9507
"Gm5040",799
"2200002D01Rik",1905
"Gm48202",5207
"Gm29904",105381
"Gm10743",2357
"Gm49497",56914
"Gm37505",1040
"4930471E19Rik",66531
"Myl9",6238
"Gm38289",3765
"Pole3",2419
"1700027F06Rik",1218
"Gm44006",2643
"1700013D24Rik",9493
"Gm11392",3779
"Gm26701",629
"Gm38563",7866
"1700006J14Rik",20179
"Gm11389",3051
"A930017K11Rik",6178
"9230105E05Rik",3270
"Slc22a16",33796
"Tmem39a",33464
"Hmga2",115194
"Gm17103",3977
"Xpo5",40816
"Hectd4",148358
"Arsb",171386
"Gm47210",1244
"Gm38141",2534
"Gm43139",283
"Gm48118",194
"Gm48115",959
"Capn15",27432
"Yif1b",9268
"Nr1d1",7401
"Llph",5512
"Zfp384",28725
"Sept4",21636
"Gm11492",2597
"Jpt2",23270
"Gm44597",11726
"Gimd1",15531
"Cog4",35627
"Gm17795",756
"Thrsp",4792
"Gm18671",682
"Gm43006",1601
"Gm43011",4432
"Gm42515",3582
"Gm42514",1831
"Gm43009",3565
"Thra",28368
"Gm43010",2877
"Ppp2r5b",8107
"Sim1",94398
"Hspa5",5577
"Gm42880",1875
"Gpha2",1388
"Gm9465",3436
"Gm30771",16785
"Gm30684",11553
"D030025P21Rik",3986
"Polh",31290
"Recql5",40882
"Ddx60",110157
"Recql5os1",1116
"Gm45668",492
"Dhrs7",14556
"Sf3b3",36548
"Smim6",1903
"Trim9",103081
"Rps15",1661
"Smarcc2",31234
"Gm32151",4244
"Gm48747",24432
"Gm7452",3086
"1700111E14Rik",48736
"Hrasls",20836
"Pck1",6225
"Sap30bp",33443
"1700060C20Rik",3741
"Xpr1",141714
"Sox5os1",1870
"Sox5os2",20191
"Sox5it",2293
"Gm44068",2127
"Nap1l1",24927
"Majin",39837
"Sox5os5",1342
"Cd163",25871
"Ltbp2",93320
"1700046C09Rik",38870
"Gm12166",967
"Gm28951",26413
"Gm43914",593
"Rtn1",197302
"Sprr2i",1280
"Pom121l12",1038
"Ivd",20955
"Gm48888",1760
"Inpp5k",17883
"Gm28390",699
"Gm48869",661
"Ighv9-3",430
"Gm12007",596
"Gm48887",1552
"Gm42807",328
"Gm13667",15077
"Dip2c",392400
"Cish",6758
"Ptms",6422
"Gm16973",4988
"Rgsl1",64761
"Snx21",7993
"Sema4d",108218
"Gm14224",3745
"Mphosph8",29182
"Gm14225",2575
"Gm3160",606
"Epb41l1",122305
"Gm17040",4757
"Dlgap2",751815
"Gm17041",1458
"A230083G16Rik",8981
"Gm34379",289
"Acot8",12117
"Gm14176",476
"Zfp389",2220
"Ip6k3",23795
"Serpinb9g",11214
"E130311K13Rik",14788
"Zfp740",12357
"Psmd8",6513
"Gm8948",369
"Tfb1m",38525
"Vstm2l",30066
"F11",20857
"Gm11707",1032
"Svip",8847
"Cdk19os",1595
"Gng5",5765
"Map1s",11597
"Cdk19",144254
"Manba",85793
"Gm12008",754
"Kpna2",10912
"Cd209c",14524
"Flt1",164407
"Tgds",20844
"Rpl17-ps4",554
"Gm48889",2643
"Gm48890",1617
"Gm48871",2519
"Gm48872",4128
"Zfp207",22454
"Gm48870",4023
"C030037F17Rik",2098
"Gm45458",521
"1700011C11Rik",66144
"Gm36633",14498
"Gm13160",626
"Tmem50b",23297
"Gm13142",1654
"4930441J16Rik",8777
"Gm13162",560
"Ddr2",138455
"Ighv7-3",464
"Olfr248",1009
"Ighv15-1",275
"Sorbs2",320118
"Gm12009",1099
"Ighv14-4",429
"Gm12212",1234
"Shroom1",10561
"Gm16100",230
"Oaz2-ps",568
"3110045C21Rik",2987
"1700015G11Rik",4045
"Pawr",82119
"Oas1c",12320
"Pard3bos3",42536
"Gm45715",1039
"Gm37205",2735
"Gm7389",2883
"Mctp2",228778
"AW495222",12993
"Zkscan8",17898
"Gm29084",1451
"Gm38278",1364
"Gm38012",3028
"Dmgdh",78400
"Pard3bos2",4914
"Gm38075",919
"Pard3b",1003460
"Fam184a",117978
"Gm36283",36046
"Oas1e",9304
"Gm11708",831
"Gm36696",2695
"Vmn2r-ps18",379
"Helq",36453
"1810010H24Rik",4762
"Gm37838",311
"Myef2",39033
"Gm47466",341
"Zfp991",48541
"Gm43069",27827
"Gm26850",5026
"Gm15620",339
"Slc33a1",31261
"Gm12010",7167
"Gm37319",635
"Gm12011",617
"Gm12094",471
"4931440F15Rik",3273
"Olfr414",10683
"Dyrk1a",125507
"Eml6",282985
"Ppfia1",76971
"Vstm2a",169586
"Il5ra",38680
"Bptf",99046
"Gm15178",4232
"AC125141.2",10380
"Gm16034",1117
"Gm16033",3333
"Adam19",91351
"Parva",164187
"Ltv1",15028
"Gm10505",19798
"Gm17080",2257
"Gm29641",258
"Odf3b",1833
"Gm38351",2517
"Pard3bos1",84125
"Pnmt",1731
"Kif16bos",607
"Gm29640",277
"Gm12095",815
"Gpcpd1",58647
"Ostn",43723
"Gm45048",428
"Glrx3",30980
"Pgap3",11813
"Gm9357",6921
"Rtn4",51384
"Pls1",92669
"Gm15971",210
"Gm15970",833
"Arhgef11",120475
"AC154512.1",8697
"Gm37667",1400
"Gm10654",1632
"Ighv3-3",436
"Tti1",46630
"Gm12916",6155
"Cdca5",6794
"Gm35256",99784
"Ighv7-4",540
"1700026F02Rik",137512
"Gpr180",26103
"Parvaos",8711
"1700021L23Rik",8624
"Ighv3-4",434
"Gm13146",779
"Gm8167",957
"4933435F18Rik",6200
"Gm13163",335
"Klhdc7b",3950
"Gm9655",10371
"Ighv3-5",435
"Olfr220",9195
"Ndufaf8",1777
"Uts2b",16917
"Syce3",20329
"Mlf2",5852
"1700057H15Rik",71543
"Gm13147",29054
"4933431J24Rik",3767
"Snrpb2",9814
"Midn",10096
"Tmem128",9449
"Piga",14129
"Gm47472",4562
"Gm5136",1396
"Gart",25766
"Syt1",513332
"Hus1b",1186
"Exoc2",160174
"Atmin",17052
"Teddm1b",2526
"Naaladl1",10010
"Teddm2",50686
"Ntrk1",16918
"Gm38352",2556
"Glul",9779
"Gm15551",1715
"Gm43005",647
"Lrrc71",11702
"Supv3l1",20529
"Ccdc125",27523
"Camk2d",250024
"Slc38a10",47386
"Teddm1a",1316
"Crbn",19876
"Erbb2",25246
"Slc24a5",20553
"Pear1",76416
"Gm11216",8281
"Gm47477",3131
"Gm18551",641
"Cyp4v3",28272
"8030451A03Rik",170070
"Tnc",87230
"Clec1a",27228
"Gm28391",378
"Cdk7",28308
"Sprr2j-ps",1314
"Klkb1",28170
"Gm28914",1046
"Gm28913",3419
"Ikbke",25263
"Nol11",22718
"Gm45753",38795
"Rpf1",15473
"Mien1",1283
"Gm12352",1009
"Trnt1",13354
"Smarca2",173272
"Cirbp",6801
"Gm47679",1119
"Gm44750",2222
"Gm43920",2771
"Fbxo5",6440
"Ddx4",54142
"Zfp638",122441
"Gm13158",735
"Gm11715",9742
"Rps12-ps26",332
"Tgm2",30034
"Gm47329",220
"Dnajc28",4772
"Lypla2",4402
"3110043J17Rik",759
"Gm11718",536
"Mymx",1131
"Gm15964",12393
"Gm47402",419
"Gm7397",2479
"1700054M17Rik",3252
"Slc2a4",5649
"Gm44683",483
"Fsip1",126542
"1700030J22Rik",9365
"Gm20074",483
"Ccdc173",31542
"Otop1",28245
"Pitpnc1",262807
"Gm45397",7476
"Grb7",8979
"Gm45683",1246
"Lnpk",59144
"Gcsh",11727
"Git1",14224
"Gm13623",624
"A930104D05Rik",5936
"Gm45682",3693
"Gm6181",263
"Gm29232",26175
"Gm5650",597
"Gpr176",96309
"2010009K17Rik",21430
"Gm20412",751
"Gm13135",3120
"Rprd1b",103800
"Gm11716",6754
"Phactr2",266695
"Atp6ap1",7624
"Gm11712",1988
"Capn11",29121
"Gm11713",3159
"Gm11714",7410
"Gm26813",4125
"Gm11719",350
"Zfp330",10553
"Mtrf1l",12023
"Gm16195",1109
"Gm16196",17926
"Gm45418",6282
"Palld",391257
"Alad",10749
"1600002K03Rik",2202
"Vac14",101813
"Srsf3",10745
"Efna2",10528
"Gm13144",344
"Sowaha",3701
"Gm47338",2153
"Nav3",774945
"Gm32536",444
"Fmn2",320904
"4930445N08Rik",5468
"Gm47017",3371
"Ighv13-1",293
"Gm47023",2479
"Gm11769",1779
"Gm47018",946
"Gm26543",6231
"Huwe1",134610
"Gle1",24945
"Rgs17",96737
"Flot2",22503
"Otor",3240
"Gm36259",391
"Apon",1800
"Gm47022",2471
"Tmem63b",26734
"Gm47016",1626
"Zfp988",28060
"Zswim3",17032
"Grik2",693933
"Apof",1482
"Ccdc50",63349
"Grip1os1",27186
"Gm47337",2276
"Gm47339",3085
"Tcerg1l",188756
"Gm47340",430
"Grip1os2",15636
"Gm36935",291
"Clec7a",11188
"Gm3213",808
"Gm18066",1773
"Stat2",22290
"Sumo2",13174
"4930512H18Rik",73828
"Gm11722",1191
"Psmd12",24878
"Gm15395",7142
"Dnase2b",34611
"Insrr",19150
"Pkd1l2",86770
"Atg4a-ps",2114
"Ncoa4",19990
"Pde1c",499299
"Gm43066",1259
"Nup85",19551
"Syt6",70338
"Uox",61879
"Col2a1",29093
"Gm14083",619
"Clec4d",13154
"Gm16172",2690
"Gm14082",800
"Mrpl14",12173
"Gm11644",149
"Gm11645",648
"Gm38271",1602
"Spata25",2148
"Ikzf3",81129
"Slc22a5",27118
"2810410L24Rik",4452
"Zswim1",4185
"Gm47755",186
"Gm4921",991
"Gm11770",1911
"Pcsk2os2",48382
"AC125141.1",807
"AC125141.3",13381
"Pcsk2",270129
"C330019F10Rik",15817
"Il23a",2613
"AC125141.4",1074
"Ankra2",11680
"2900052L18Rik",1783
"Cops7a",7125
"A930032L01Rik",956
"Zpbp2",7568
"Ptch1",65270
"Pcsk2os1",12361
"Gm45686",8151
"Calca",4879
"Pan2",18023
"Gm11649",374
"Gm38253",4677
"Lrif1",51590
"Helz",145896
"Mrps7",4111
"Gm17113",347
"Clec4e",8081
"Ctsa",8159
"Gm5138",1001
"Catsperg1",32714
"Gm43919",363
"Gm28389",696
"Gga3",19796
"Gm9774",1391
"Gm47915",5505
"Gm28655",691
"4930543N07Rik",13479
"Lamtor4",3916
"Fuca2",19495
"Gm28654",378
"Gm12310",491
"Sprr2k",1343
"Gm28411",16530
"D430013B06Rik",1871
"Abcg2",111153
"Gm28657",686
"Hadh",38682
"Gm973",120153
"Gm16998",5159
"Sprr1b",1980
"Mtss1l",19924
"Gm30808",2394
"Man1a",171824
"Gm28656",497
"Vmn2r-ps25",25899
"Sprr3",2218
"Gm45506",279
"Gm6064",453
"Vmn2r-ps26",36132
"Gm29554",32770
"Gm37377",303
"Mum1",17469
"Gm29556",695
"Sumo1",84276
"Gm20812",2027
"Vmn2r19",28204
"A830035A12Rik",16616
"Gm47055",440
"Sprr1a",1943
"9230102K24Rik",19695
"Vmn2r20",44603
"Gm35108",698
"Gm47058",534
"B9d1os",673
"Mapk1ip1",10450
"Gm37739",3232
"1700122D07Rik",2418
"Gm47917",1258
"Ppp2r2d",36978
"Sprr4",230
"Cldn7",3106
"Mif4gd",5051
"Abhd15",23486
"Grm4",99016
"1700020G17Rik",111965
"Efemp2",7880
"Gm12734",947
"Drd5",3151
"Gm26560",3564
"Taok1",78653
"E2f7",41945
"AC098838.1",2038
"Gm43156",3660
"Gm43155",493
"Ormdl3",6112
"Gm43720",15006
"Myg1",6430
"Lrrc9",88884
"BC037034",4377
"Lrrc3c",1295
"Gm20694",403
"1600014C23Rik",980
"Bco1",37866
"Trp53i13",7881
"F630040K05Rik",54088
"Pltp",18193
"AC165259.1",16119
"AC127341.4",498
"AC127690.3",1602
"AC127341.2",397
"AC127690.2",3284
"AC127690.1",1990
"Gm12355",1310
"Vmn2r-ps31",759
"Gal3st4",7919
"Ndufs7",7673
"Gm44682",2613
"Vmn2r21",40898
"Gm45049",590
"Cacng1",13304
"Gm18492",1017
"Pfdn5",5757
"Vmn2r-ps32",756
"Gm5776",320
"Slc25a19",14117
"Gm7407",567
"Vmn2r22",40967
"Nfkb1",106892
"Gpc2",6350
"Gm16589",917
"Cacng4",62200
"Cyp2u1",14786
"Gm34933",95532
"Bahcc1",59349
"Gm11650",2116
"Vmn2r18",44831
"4930534D22Rik",14018
"Cacng5",40450
"Gm21976",27267
"Gm48123",1340
"Gm45344",340
"Gm48125",1754
"1700010I14Rik",23616
"Stard10",29540
"Vegfa",15376
"6330418K02Rik",2618
"Vmn2r23",44987
"Snx15",8905
"Gm11772",888
"Fbxo6",6424
"Gm11702",68
"Grb2",64552
"Gm48128",3845
"Gm48130",321
"Actg1",2852
"Gm48131",1847
"Csrp2",19833
"Oprm1",279692
"Neurl2",2724
"4930487D11Rik",4762
"Gm43430",3896
"Aar2",21388
"Gm47186",3453
"AC154381.1",1050
"AC154786.1",76198
"Gm11600",1093
"Olr1",21921
"Mrps36",8704
"Foxr1",7363
"Ubp1",46268
"0610009L18Rik",2512
"Med11",1808
"Gm48132",3843
"AC154786.2",316
"Gm11599",877
"Fscn2",6634
"Gm44399",225
"Sgms2",172426
"Gm42507",2554
"Frmpd2",103573
"Gm11703",482
"Gm44277",648
"Gm11704",213
"Tbc1d14",102672
"Vps26a",31570
"Gm43116",194
"Gm20476",8507
"Lrrn1",40446
"Gm48269",1110
"Pianp",6402
"Cnpy2",5094
"AC120011.1",5277
"Fam180a",13473
"4933431M02Rik",4775
"Gm19177",612
"Gm44279",471
"Gm13807",14283
"1700065J11Rik",5979
"Vmn2r24",46033
"Batf2",31493
"Gm11387",18184
"Prkca",410541
"Rfc3",8486
"Vmn2r25",31817
"Gm11386",346
"Gm15398",125776
"Gm6407",548
"Mtpn",30982
"Gm37438",392
"Gm19168",3701
"Arl2",7032
"Gm47098",349
"Bahd1",24151
"Gm15397",28416
"Gm48270",3847
"Gm5778",1071
"Faap100",9709
"Gm48271",3496
"Gm5510",485
"Gm47950",1014
"Slc38a9",77998
"Fbxl2",82554
"Upk2",2261
"Tex50",4756
"Rad51c",28309
"Gm11393",7699
